State,District,Latitude,Longitude,District Code,Population,Households with Internet,Total Workers,Cultivator Workers,Agricultural Workers,Household Workers,Households with Electric Lighting,Households with Internet,Households with Computer,Below Primary Education,Households with Bathing Facility,Households with Latrine Facility within Premises,Water Source Near Premises Households,Water Source Within Premises Households,Main Water Source: Tank/Pond/Lake Households,Main Water Source: Tapwater Households,Main Water Source: Tubewell/Borehole Households,Owned Households,Rented Households,Age Group 0-29,Age Group 30-49,Age Group 50+,Total Power Parity,Households with Internet,Sex ratio,Literacy rate
Madhya Pradesh,Dhar,22.572681718963157,75.1105620736698,438,2185793,2388,1027974,385522,437437,15830,349639,2388,18626,262090,198890,126246,171424,89435,5260,122739,30085,378227,33109,1377326,533243,273050,2470,2388,96.0,49.0
Madhya Pradesh,Dindori,22.83738437047757,81.04332966714911,453,704524,554,389925,150084,190962,7958,62372,554,6447,103002,12242,9945,71877,10050,496,11475,770,162879,4301,419531,181841,102522,652,554,100.0,54.0
Madhya Pradesh,Guna,24.49043927178156,77.2235895968791,458,1241519,2482,514897,213949,175615,12079,144248,2482,11740,197902,118411,47903,113490,50611,420,46271,18012,224082,13478,793150,285176,162104,1302,2482,91.0,53.0
Madhya Pradesh,Gwalior,26.04074441964285,78.12782433035713,421,2032036,15779,685311,130586,120348,22592,306859,15779,46454,235648,278747,221052,130088,177949,3569,163561,51301,316586,45158,1218319,519728,291451,2830,15779,86.0,67.0
Madhya Pradesh,Harda,22.227659781121783,77.07022571819435,448,570465,986,230979,68019,101256,6459,95066,986,5376,90059,71326,51766,46120,38378,107,21860,11807,99039,7072,347774,138882,83417,619,986,93.0,62.0
Madhya Pradesh,Hoshangabad,22.595268801996703,78.02168094841929,449,1241350,2871,478082,116440,181967,9982,198076,2871,14456,159703,166373,122069,101614,108846,145,64944,31892,217340,25354,730768,318232,191501,1535,2871,91.0,65.0
Madhya Pradesh,Indore,22.680265752128648,75.9133801324502,439,3276697,48691,1268195,150907,185528,43584,593576,48691,111478,428413,545277,480633,201299,302125,4690,291070,201907,457287,134832,1877270,894464,493096,5783,48691,93.0,70.0
Madhya Pradesh,Jabalpur,23.18525572327043,79.98328754716981,451,2463289,20443,1005624,106882,283636,69946,452023,20443,58601,267932,326960,286802,212728,187442,923,229977,48976,434882,64448,1387369,679185,391903,3776,20443,93.0,71.0
Madhya Pradesh,Jhabua,22.419578015397768,74.40921616766468,464,1025048,744,515121,329175,115649,5132,125411,744,5591,98308,46247,24293,99268,19449,2007,22215,4294,197972,7149,684200,220769,119681,1612,744,99.0,34.0
Madhya Pradesh,Katni,23.724416229116937,80.33819665871127,450,1292042,2179,543874,112812,223902,31261,172416,2179,13094,198447,74604,56180,152026,55142,121,50054,18098,268593,16045,778414,326582,185857,1476,2179,95.0,61.0
Madhya Pradesh,Mandla,22.70348712446353,80.38600543633753,454,1054905,912,559649,148931,318909,9453,143803,912,9042,156711,41648,33217,100032,30628,535,33609,4740,232935,8554,614794,278553,160510,1043,912,101.0,57.0
Madhya Pradesh,Mandsaur,24.19278764044944,75.43588667736759,433,1340411,2324,679723,281465,266350,8556,239885,2324,12507,244891,137166,68287,120560,69544,1999,100429,7858,261639,18028,781000,346861,211815,1475,2324,96.0,62.0
Madhya Pradesh,Morena,26.37313504531724,77.88447341389724,419,1965970,1781,675993,304674,148222,16354,131486,1781,20172,288979,183336,75574,212905,72770,367,47948,21698,346829,12915,1254302,452484,257704,1924,1781,84.0,60.0
Madhya Pradesh,Neemuch,24.70311893333336,75.06608186666664,432,826067,1945,418682,175602,136330,4020,145258,1945,8342,137656,81157,46190,73570,50706,1612,74329,12257,157683,14613,476995,217403,131227,1026,1945,95.0,62.0
Madhya Pradesh,Panna,24.451325840092657,80.21133001158752,426,1016520,653,431998,135445,198847,12201,76097,653,8501,171707,46827,23811,118747,25909,399,20499,4118,226597,5039,635347,235035,144827,1034,653,91.0,54.0
Madhya Pradesh,Raisen,23.292518206521724,78.16305495923909,446,1331597,1141,517838,138725,228151,17316,194373,1141,9931,237981,153849,82664,116363,70591,915,55642,18211,248660,17923,832939,316319,181524,1460,1141,90.0,62.0
Madhya Pradesh,Rajgarh,23.785499026425583,76.66431223922116,442,1545814,1611,745603,285095,330820,12123,231130,1611,12718,239738,146783,54463,150026,35811,1029,44489,26787,324899,11977,935230,363218,246447,1629,1611,96.0,52.0
Madhya Pradesh,Ratlam,23.503562290502792,75.14895782122909,434,1455069,3644,690980,218692,305946,11928,213825,3644,14905,224715,151425,96263,128473,62856,2309,92722,34546,265828,21958,876905,363858,213560,1700,3644,97.0,57.0
Madhya Pradesh,Rewa,24.861184625158856,81.57572465057183,430,2365106,3406,991946,258321,463506,50878,251132,3406,31194,344362,113424,126470,223940,119338,745,40976,40568,524701,11182,1460075,540235,362228,2756,3406,93.0,61.0
Madhya Pradesh,Sagar,23.800318709677374,78.71940357771273,427,2378458,4546,1006035,203600,378560,140458,366494,4546,24811,347752,251779,127876,241532,107537,517,108648,26759,466797,29071,1470688,569166,335432,2771,4546,89.0,65.0
Madhya Pradesh,Satna,24.62777621776502,80.75547048710598,429,2228935,3754,911349,227967,371584,46056,294702,3754,22751,338947,120969,142613,243532,92951,853,51222,38092,455270,16995,1365647,535086,326049,2641,3754,93.0,62.0
Madhya Pradesh,Sehore,22.9297199679658,77.06780202883085,445,1311332,1566,586087,201307,227026,9917,212138,1566,11166,193885,144152,80229,141398,55011,702,42540,29423,235670,11139,817608,305605,187611,1442,1566,92.0,60.0
Madhya Pradesh,Seoni,22.33230487804874,79.66053863928111,456,1379131,1182,684434,173665,376404,11957,228695,1182,10417,223650,112129,68267,142713,61065,323,65941,9647,284384,14621,809922,363037,205237,1369,1182,98.0,63.0
Madhya Pradesh,Shahdol,23.44859864559819,81.4596831828442,460,1066063,1733,493057,95795,258991,14329,113184,1733,10817,161972,45831,43590,108081,74971,884,26235,8129,232450,9838,645619,269145,150655,1302,1733,97.0,57.0
Madhya Pradesh,Shajapur,23.566620317220547,76.33555181268885,436,1512681,1382,717871,287924,303157,8809,232735,1382,10797,271215,164788,68975,134672,45762,1069,57416,24080,281671,12132,901161,369741,240768,1647,1382,94.0,59.0
Madhya Pradesh,Sheopur,25.78014810996563,77.16911116838484,418,687861,273,277455,106745,115261,4166,74770,273,5393,90911,38510,18710,75897,20137,55,20123,9277,138428,5214,449974,155063,82416,693,273,90.0,48.0
Madhya Pradesh,Shivpuri,25.37802451874367,77.74861600810549,423,1726050,1852,759281,383340,220440,13079,148128,1852,15304,261087,111617,52090,179448,39750,671,38459,26331,341253,11678,1106084,389652,227989,1827,1852,88.0,52.0
Madhya Pradesh,Sidhi,24.17547189952905,82.1053783359498,462,1127033,837,461760,102644,262030,15654,102228,837,10790,185550,27536,17833,108600,39769,469,8738,11852,231540,5173,721531,253685,150959,3019,837,96.0,53.0
Madhya Pradesh,Tikamgarh,25.14099852104666,78.89357064846428,424,1445166,1090,655318,305859,223852,15622,132725,1090,10899,202448,95728,30506,140242,26114,181,17280,8854,292003,5586,898323,343824,201875,1591,1090,90.0,52.0
Madhya Pradesh,Ujjain,23.319288862745065,75.80383717647058,435,1986864,7501,897442,289013,302003,19678,323379,7501,27733,286534,260973,165304,159647,111850,1836,129402,48137,338261,36739,1156749,508302,320502,2599,7501,96.0,62.0
Madhya Pradesh,Umaria,23.59601063063061,80.90879477477475,431,644758,839,289691,65369,145690,8767,67975,839,6360,90791,23450,19781,72784,29250,329,17731,3491,134416,4877,403030,158140,82984,692,839,95.0,55.0
Madhya Pradesh,Vidisha,23.82838307984792,77.9013507604563,443,1458875,1926,550402,168615,228308,12408,181510,1926,12888,242021,190365,73505,148150,80188,216,47389,12846,275519,15915,919239,335690,203005,1583,1926,90.0,59.0
Maharashtra,Akola,20.746310479041902,77.12122320359276,501,1813906,6163,768154,129680,388521,9660,314490,6163,24232,231841,342367,180311,128538,190594,588,229535,36379,339748,37265,998769,483200,327932,3948,6163,95.0,78.0
Maharashtra,Amravati,21.16520991810736,77.67583503184723,503,2888445,9438,1236322,198793,667943,20998,512492,9438,36185,326195,553087,342031,200903,354238,612,496146,11118,569476,42996,1540590,783549,553265,6236,9438,95.0,78.0
Maharashtra,Bhandara,21.211792649727748,80.10950199637024,506,1200334,2932,597305,123099,312183,17169,227025,2932,13165,115150,207488,168707,109232,110541,153,104699,17788,243836,26370,626978,333120,232754,2237,2932,98.0,75.0
Maharashtra,Bid,18.952353340080982,75.69319706477731,523,2585049,5614,1255548,606280,373566,21093,402052,5614,29198,309704,374363,136943,212361,209824,2818,230929,65540,492304,39323,1473882,614615,494436,4179,5614,92.0,66.0
Maharashtra,Buldana,20.56680611183355,76.39017880364096,500,2586258,4767,1219641,385447,603227,13770,423036,4767,24877,315408,451231,195038,178190,247668,1431,299430,21939,496630,31267,1467457,641840,473071,4421,4767,93.0,73.0
Maharashtra,Chandrapur,20.095609090909075,79.31556380471388,509,2204307,8239,1058172,220978,473983,21346,418666,8239,31419,243773,409521,229471,194051,217282,361,215128,53175,440367,67694,1163802,629890,403719,5085,8239,96.0,72.0
Maharashtra,Dhule,21.274018690400517,74.58719071837263,498,2050862,6065,936370,239139,429536,20646,315332,6065,27139,200494,324594,127610,126552,246027,1171,343030,6159,344482,54960,1167569,513908,350747,3583,6065,95.0,63.0
Maharashtra,Gondiya,21.225008411214997,80.17522698598128,507,1322507,2866,665419,186509,281414,32525,239981,2866,13595,138457,174150,151792,133210,94573,151,50702,17597,266154,17945,704214,371908,244111,2183,2866,100.0,76.0
Maharashtra,Hingoli,19.59525302245251,77.09239412780653,512,1177345,1221,569182,241613,226483,8268,159114,1221,9676,175736,180484,73460,86000,83549,734,81482,33349,209663,13034,692117,281905,201828,1853,1221,94.0,67.0
Maharashtra,Jalgaon,20.8828943415638,75.55140421810695,499,4229917,14297,1863571,384359,937174,38930,720791,14297,56775,482462,764674,316969,239159,573516,2193,790910,14410,724904,125375,2352671,1080237,763529,7988,14297,92.0,68.0
Maharashtra,Jalna,19.984612534818933,75.98473607242339,514,1959046,3791,930886,418952,300937,16705,288895,3791,17236,271061,301447,141841,138493,149695,1633,160526,35098,348751,29927,1150104,454836,341479,3363,3791,94.0,61.0
Maharashtra,Kolhapur,16.44881301587301,74.12897150793648,530,3876001,22269,1704054,660872,266028,59932,770005,22269,71879,321457,771669,612194,160556,611991,2714,701593,44231,699588,106291,1972486,1084858,801590,8464,22269,96.0,73.0
Maharashtra,Latur,18.348687268993856,76.75812607802874,524,2454196,6217,1046857,331780,416578,17663,381722,6217,29758,268627,380772,178478,157775,231657,3949,276749,78205,421140,44074,1406364,584243,453229,4574,6217,93.0,67.0
Maharashtra,Nagpur,21.196556862745105,79.02166176470584,505,4653570,57964,1868560,206606,423587,52419,917626,57964,135750,325084,914291,753520,206020,710516,2969,760675,27620,770480,187414,2460820,1361821,818467,14073,57964,95.0,79.0
Maharashtra,Nanded,19.209316983017,77.6829048951049,511,3361292,7548,1493953,447823,632395,29158,488748,7548,43055,416869,505657,217163,238501,249852,3809,308749,116462,579750,61234,2008314,809135,535827,6214,7548,94.0,65.0
Maharashtra,Nandurbar,21.523175625248147,74.32638757443429,497,1648295,2579,792065,211672,438176,14599,186202,2579,17047,166664,209973,91574,150740,117970,290,181543,12702,292483,21845,1011352,390419,241534,2446,2579,98.0,55.0
Maharashtra,Nashik,20.266912871287143,74.03824168316828,516,6107187,45039,2763328,967385,730228,56132,904710,45039,138887,544346,1000293,551864,339616,689923,4622,745698,38456,934281,196514,3580633,1567252,948469,13629,45039,93.0,71.0
Maharashtra,Osmanabad,18.19459456066944,75.99495575313809,525,1657576,3209,773916,297361,299525,19831,240042,3209,18183,183972,271812,96586,133374,148545,6954,197371,52455,316237,22964,917343,393539,343021,2786,3209,92.0,69.0
Maharashtra,Parbhani,19.31032425249168,76.70163338870431,513,1836086,3982,822797,295030,317806,13210,272486,3982,21196,229217,270114,103819,122327,157423,1570,148444,38790,325984,25840,1078349,436486,313455,3410,3982,95.0,63.0
Maharashtra,Pune,18.51696171428573,74.12922881632647,521,9429408,235018,4048993,886530,414461,105711,1925019,235018,490260,559840,1915302,1531966,367187,1575922,7919,1674141,102403,1382496,612584,5184734,2624165,1586132,27223,235018,91.0,76.0
Maharashtra,Ratnagiri,17.210195070127703,73.25725893866404,528,1615069,7752,714076,296913,153117,17230,367352,7752,31062,163025,348019,273162,144837,184194,2223,237852,16054,346267,37274,777431,438905,396967,3484,7752,112.0,74.0
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,1215104,480554,290693,40824,485126,13212,49056,208511,517310,380072,140103,379231,2240,393990,58025,498771,67342,1450907,752303,603739,5798,13212,97.0,73.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,1354947,585876,297241,39772,562653,14093,57423,288427,575804,455235,166005,419171,1207,470030,43779,550485,67211,1517324,800492,671702,5649,14093,99.0,74.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,3517,347178,124812,81816,9679,194228,3517,15721,86480,181343,155696,61473,111982,1206,62947,5910,181960,17110,382024,242296,222963,1749,3517,104.0,78.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,1898395,637250,558334,71106,595560,15145,59296,390337,698690,355107,305670,427955,5263,489698,69961,723697,97376,2402794,1089900,809935,8995,15145,94.0,67.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,256170,4492767,349931,418004,124461,2231800,256170,551643,712171,2207808,1627847,489893,1748215,9424,1964564,90875,1758319,632143,6184519,3241888,1579921,35118,256170,89.0,74.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,608235,132989,282170,13785,266155,4313,16260,140470,260962,171680,94090,172982,219,192075,15618,263170,28598,659540,370227,270107,2754,4313,95.0,78.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,569792,165598,310195,7122,196022,1875,10757,166509,210412,87120,82181,92664,430,106117,15457,240347,10854,682919,302425,210185,1942,1875,93.0,73.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,1355999,333504,739718,17899,446516,6094,29917,391944,508756,198454,236872,228633,2001,281437,35746,575266,39344,1549263,733258,483813,4937,6094,95.0,73.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,109937,34358,15109,11567,34364,676,3447,15941,16508,41441,22505,3454,21014,19612,29,43516,784,135220,62907,38815,226,676,100.0,66.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,76238,43255,8315,3040,18764,184,1782,17382,11611,23065,11907,2681,2816,5580,185,27448,1411,86255,39324,18329,250,184,93.0,63.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,122655,64834,8282,5067,29894,837,4496,32860,28742,41638,26551,8001,3305,16414,490,42769,6655,168608,67802,37096,327,837,97.0,71.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,233622,175127,30369,4978,22798,256,2170,46757,16321,29985,19706,5714,2294,18477,221,33051,1017,314439,111516,52008,823,256,94.0,55.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,70675,48849,1924,1710,11541,125,1362,11155,10189,17284,10951,3786,3953,9250,45,23804,352,90273,33290,16924,90,125,94.0,60.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,195319,77331,33106,21017,49507,880,5110,32396,29742,78949,45333,3978,34181,13391,315,83390,873,251975,107196,62060,539,880,100.0,64.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,87929,56815,3852,2233,14026,276,2437,20670,28568,29549,20286,3749,10669,18080,112,32455,2313,113715,43646,25165,79,276,94.0,71.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,126073,77390,19246,2475,24550,288,2368,51578,7915,46851,28215,15707,262,10343,329,54960,2057,216742,70424,29926,450,288,97.0,60.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,326786,76767,40889,2966,135941,5032,19306,118135,109102,111335,65687,56403,5706,112619,2251,93999,59647,545961,192428,86576,1456,5032,101.0,70.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,154180,50844,35766,2004,41677,510,4333,67749,45836,30960,29889,8371,3926,16522,2259,57268,6500,291097,72934,30362,528,510,101.0,47.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,53069,28145,5565,1249,10940,179,1625,25906,2347,15916,11075,2719,582,6492,73,22964,873,97082,30605,14495,139,179,95.0,58.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,1630,255693,120740,39725,7643,51301,1630,8872,85733,21585,73800,45043,34389,11041,20818,7388,113504,6163,427629,143604,70599,791,1630,98.0,56.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,149,163345,84956,37184,2475,32873,149,2462,80318,15981,29492,31934,5615,6310,22687,1175,59459,3555,278569,69988,33431,479,149,98.0,60.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,4019,174636,39266,11434,3360,79804,4019,21093,29332,73761,80980,29769,40948,1171,55588,351,40704,38953,235892,108094,56092,963,4019,101.0,85.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,186,60342,38336,5823,980,23948,186,2263,14491,21158,24612,15724,3082,220,17370,648,19196,6021,78778,29690,17189,187,186,98.0,80.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,367,36672,17992,5921,585,14853,367,1986,11367,11294,16632,9312,4736,755,11477,421,11439,5233,52147,20576,11167,142,367,96.0,78.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,162,45566,29189,3153,613,9283,162,1329,19890,8506,15309,10924,1720,559,7684,131,19088,3249,80723,25303,11831,242,162,95.0,53.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,482,78292,45439,10662,813,26394,482,3725,22181,22896,28570,15370,9906,490,17757,249,24286,7832,100250,39690,21424,274,482,95.0,75.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,90,39339,28669,2553,262,12158,90,1073,9328,8945,14784,10464,2372,388,4404,22,13786,2921,55914,20082,10318,94,90,93.0,70.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,168,19461,8908,957,313,7400,168,1194,8422,7587,9981,4699,2381,230,7068,135,7767,2970,37127,12784,6636,88,168,98.0,75.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,131,32397,21804,1284,926,12315,131,987,8771,11822,12317,6894,3737,214,8459,4,9272,3113,39568,15894,9404,118,131,98.0,84.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,3303,151350,24517,8990,5073,71413,3303,12077,34539,69407,72398,17929,51177,1034,10539,16544,36263,33254,243392,98601,36618,866,3303,92.0,73.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,1928,114825,44684,2198,2072,50724,1928,7982,21654,43001,37427,22483,13645,6403,25045,602,30993,19010,173701,68485,25557,677,1928,93.0,74.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,537,100067,48925,9166,3798,40154,537,2728,20259,41293,41057,21415,10166,7601,24062,164,31404,8870,111243,52853,30363,346,537,93.0,82.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,178,147654,113473,10836,1608,14398,178,2844,37431,28073,27663,18725,8005,2075,20867,58,36498,3623,168773,53600,27437,381,178,90.0,48.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,170,80277,55091,3159,1275,36182,170,1558,22494,29897,29489,23707,6764,1894,31634,156,30943,4878,108514,37842,16969,219,170,95.0,65.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,155,98154,75212,3913,1104,24998,155,2251,29602,30295,22080,17195,9252,2027,28436,5,33861,4402,134573,43210,18762,228,155,93.0,60.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,198,78412,47473,6438,1965,25268,198,1757,15865,29411,22108,12659,4293,6237,8234,225,28312,3203,106951,40510,18811,359,198,97.0,77.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,261,79466,44723,11955,2025,28846,261,2008,16523,26285,22868,15352,5742,4694,18102,107,25713,3712,91709,32267,16730,275,261,98.0,73.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,7370,932707,288818,358214,28736,296834,7370,28289,342192,99843,145565,162647,208631,7253,71889,78155,502635,15734,1303828,622575,390611,2664,7370,96.0,70.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,2637,468599,155956,151377,14451,164636,2637,15609,210736,58614,62233,107092,108838,2171,13097,48040,296688,8307,848660,393629,260486,1711,2637,98.0,73.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,15046,936365,138698,248298,51809,349587,15046,40589,289414,189715,205665,189955,236109,1297,123194,129190,494043,58873,1372301,743090,499895,3852,15046,94.0,77.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1810,435533,71230,163636,17312,117172,1810,10600,188872,43089,51080,96086,54498,1476,17395,62796,263641,9666,641697,326233,222398,1334,1810,95.0,70.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,635,293933,65062,153199,5370,63112,635,5523,68405,21818,23322,68293,12927,555,27133,21718,119272,7161,345387,144043,85072,617,635,104.0,45.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,9049,1501772,284943,565448,56274,405298,9049,41059,518072,170397,215821,360704,140804,11414,196326,172552,672524,74534,1980232,924756,613249,4377,9049,98.0,63.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,2498,247707,40867,56809,15836,81433,2498,7555,69122,34457,35184,57057,34670,1282,24394,41543,107762,21243,320156,159477,98555,870,2498,95.0,70.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1953,751930,144991,436733,18453,91171,1953,12622,213426,43839,47442,208591,34340,1580,19264,71395,382053,10876,880160,415778,275533,1562,1953,100.0,51.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,768,355349,79221,162932,11946,28736,768,6609,108606,16664,19176,72567,16935,5038,8309,15761,156795,9613,436625,177471,117777,739,768,104.0,55.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1628,466890,149264,143864,16544,173107,1628,11836,218444,53594,58387,139858,57321,791,26190,78721,318778,5112,771284,374559,290894,1540,1628,101.0,76.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,35701,792193,92662,116274,39471,349860,35701,75588,276378,230931,230413,149118,230972,3174,147354,102035,361364,102422,1199521,653346,391701,4186,35701,93.0,78.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,3988,693406,207194,290626,14416,85766,3988,17294,158847,74594,58682,172539,46292,1783,53017,74178,294487,30413,818578,348803,207206,1519,3988,103.0,41.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,448,310666,151260,106353,7725,24604,448,3908,60913,14559,12839,78733,7862,913,8613,15899,128850,5901,381913,146355,83284,564,448,102.0,40.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2950,1223534,238772,568755,113808,140189,2950,17999,283489,61298,109355,236825,96329,2987,37517,98896,559038,17104,1449729,650135,414076,2747,2950,101.0,54.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,1163,343633,83022,120129,17557,124984,1163,8278,174904,30424,43798,131308,27799,929,32053,66154,219723,7144,502136,262086,196994,984,1163,92.0,71.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,757,305438,94692,149834,8641,43976,757,4221,64389,15564,23219,86403,11802,770,16217,19366,152129,3851,344075,152681,112325,205,757,102.0,49.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,3416,621676,172761,163942,25115,201605,3416,16006,251520,83906,87997,119440,123180,13210,34363,74251,343935,17603,888134,477430,328666,2027,3416,96.0,76.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,1553,467122,99265,248175,9959,61543,1553,9166,84956,38841,33500,125025,26498,645,41952,53070,201492,17683,577569,245766,140825,1074,1553,105.0,42.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,5231,505840,86800,160798,59288,126498,5231,14521,133005,56306,56878,116059,57438,2190,60077,62261,212516,27844,565700,286575,186726,1548,5231,98.0,68.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,12787,873227,184273,253327,26970,223537,12787,35024,208100,139057,132466,192348,118116,2333,93762,103204,356607,73640,1188918,573238,324436,3130,12787,97.0,64.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,1868,68301,2372,13077,1327,47880,1868,4870,18943,34908,30326,18664,30082,2,45373,1788,33788,12831,102333,60089,37434,4890,1868,105.0,77.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,574,11802,43,82,69,7150,574,1484,2948,7105,7041,452,6694,0,1604,140,6569,494,19760,12543,9428,10027,574,118.0,87.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,207,16760,291,3324,146,12859,207,597,3804,11899,10895,2450,10560,0,13301,1,6947,5816,31973,15235,8402,10027,207,104.0,71.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,29961,917856,124617,121599,41642,461231,29961,63864,197944,430958,379230,26122,447498,176,218410,127669,430041,41576,1384987,667193,436496,6979,29961,89.0,68.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,11284,549986,141535,128382,14938,255650,11284,32253,117795,241449,232629,39408,211601,1256,151659,43730,235988,21224,754927,377707,255283,3365,11284,87.0,61.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,4348,221555,53230,54058,8225,113549,4348,12276,53734,107033,99988,11352,95315,27,48872,11685,109071,6142,336540,164962,113721,1540,4348,89.0,62.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,5138,214783,44245,21389,8048,113683,5138,14294,51897,104467,99858,8403,104951,34,44186,47359,101426,11510,321018,166781,111028,1640,5138,87.0,71.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,10042,756695,191685,227971,14679,349662,10042,31070,196971,303760,274015,55030,286759,1153,161386,47667,344538,17695,1171770,525459,331259,4283,10042,89.0,60.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,14428,757138,147912,100684,30903,411216,14428,38445,180897,360051,258924,30846,393314,148,124910,89511,409745,14231,1261421,611353,423301,5982,14428,90.0,71.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,13747,499822,89772,74362,15990,319930,13747,34328,143871,285730,210621,37705,278909,128,177302,52828,303081,17651,831741,422782,330671,4305,13747,96.0,76.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,39082,774472,85695,66664,29762,446200,39082,79134,183441,422876,392909,35640,409159,60,297183,80682,378807,61615,1159156,616431,416449,6883,39082,92.0,74.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,9732,284165,55252,42387,9861,161206,9732,23145,71698,149071,137713,14783,145612,53,87546,42939,141816,18924,433331,222324,157833,2472,9732,91.0,71.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,1284822,140737,98646,71667,703624,58589,123400,277247,669232,667902,43609,660590,216,438455,127188,570487,127020,1901528,980046,614258,10593,58589,87.0,73.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,2673,328512,105963,90367,13442,140099,2673,10085,75708,128019,99571,23021,108275,108,71808,25087,140422,4905,420050,200882,146103,1694,2673,88.0,55.0
